Question,Answer,Difficulty,Type,Verb,Tense,Person,Has_Audio,Has_Image,Anki_Tags
"↬ Si en un dudoso futuro ↬nosotros lo _____, ¡suerte!","entendiéremos","Advanced","fill_in_blank","entender","None","None","No","No"," ends_in_er entender irregular_verb low_irregularity nosotros regular_form subjuntivo_futuro "
"↬ Si en un dudoso futuro ↬vosotros lo _____, ¡suerte!","entendiereis","Advanced","fill_in_blank","entender","None","None","No","No"," ends_in_er entender irregular_verb low_irregularity regular_form subjuntivo_futuro vosotros "
"↬ Si en un dudoso futuro ↬ellos/ellas/ustedes lo _____, ¡suerte!","entendieren","Advanced","fill_in_blank","entender","None","None","No","No"," ellos_ellas_ustedes ends_in_er entender irregular_verb low_irregularity regular_form subjuntivo_futuro "
"El verbo enél muerees _____","morir","Intermediate","fill_in_blank","None","None","None","No","No"," dicho ends_in_ir high_irregularity in_the_wild infinitivo irregular_verb morir regular_form "
"Mientras estoy estudiando…ella está _____ (de hambre)","muriendo","Intermediate","fill_in_blank","morir","None","None","No","No"," ends_in_ir gerundio high_irregularity irregular_form irregular_verb morir "
"Hugo ha _____ (de causas naturales)","muerto","Intermediate","fill_in_blank","morir","None","None","No","No"," ends_in_ir high_irregularity in_the_wild irregular_form irregular_verb morir participio refrán "
"⊙ Ahora mismo, ⊙yo _____ (de miedo)","muero","Elementary","fill_in_blank","morir","None","None","No","No"," ends_in_ir high_irregularity irregular_form irregular_verb morir presente yo "
"⊙ Ahora mismo, ⊙tú _____ (de miedo)","mueres","Elementary","fill_in_blank","morir","None","None","No","No"," ends_in_ir high_irregularity irregular_form irregular_verb morir presente tú tú_vos "
"⊙ Ahora mismo, ⊙vos _____ (de miedo)","morís","Elementary","fill_in_blank","morir","None","None","No","No"," ends_in_ir high_irregularity irregular_verb morir presente regular_form tú_vos vos "
"⊙ Ahora mismo, ⊙él/ella/usted _____ (de miedo)","muere","Elementary","fill_in_blank","morir","None","None","No","No"," ends_in_ir high_irregularity in_the_wild irregular_form irregular_verb morir presente refrán él_ella_usted "
"⊙ Ahora mismo, ⊙nosotros _____ (de miedo)","morimos","Elementary","fill_in_blank","morir","None","None","No","No"," ends_in_ir high_irregularity irregular_verb morir nosotros presente regular_form "
"⊙ Ahora mismo, ⊙vosotros _____ (de miedo)","morís","Elementary","fill_in_blank","morir","None","None","No","No"," ends_in_ir high_irregularity irregular_verb morir presente regular_form vosotros "
"⊙ Ahora mismo, ⊙ellos/ellas/ustedes _____ (de miedo)","mueren","Elementary","fill_in_blank","morir","None","None","No","No"," ellos_ellas_ustedes ends_in_ir high_irregularity irregular_form irregular_verb morir presente "
"⇠ En esa época, a menudo, ⇠yo _____ (de hambre)","moría","Intermediate","fill_in_blank","morir","None","None","No","No"," ends_in_ir high_irregularity imperfecto irregular_verb morir regular_form yo "
"⇠ En esa época, a menudo, ⇠tú/vos _____ (de hambre)","morías","Intermediate","fill_in_blank","morir","None","None","No","No"," ends_in_ir high_irregularity imperfecto irregular_verb morir regular_form tú_vos "
"⇠ En esa época, a menudo, ⇠él/ella/usted _____ (de hambre)","moría","Intermediate","fill_in_blank","morir","None","None","No","No"," ends_in_ir high_irregularity imperfecto irregular_verb morir regular_form él_ella_usted "
"⇠ En esa época, a menudo, ⇠nosotros _____ (de hambre)","moríamos","Intermediate","fill_in_blank","morir","None","None","No","No"," ends_in_ir high_irregularity imperfecto irregular_verb morir nosotros regular_form "
"⇠ En esa época, a menudo, ⇠vosotros _____ (de hambre)","moríais","Intermediate","fill_in_blank","morir","None","None","No","No"," ends_in_ir high_irregularity imperfecto irregular_verb morir regular_form vosotros "
"⇠ En esa época, a menudo, ⇠ellos/ellas/ustedes _____ (de hambre)","morían","Intermediate","fill_in_blank","morir","None","None","No","No"," ellos_ellas_ustedes ends_in_ir high_irregularity imperfecto irregular_verb morir regular_form "
"↧ En aquel momento ↧yo _____ (de miedo)","morí","Intermediate","fill_in_blank","morir","None","None","No","No"," ends_in_ir high_irregularity indefinido irregular_verb morir regular_form yo "
"↧ En aquel momento ↧tú/vos _____ (de miedo)","moriste","Intermediate","fill_in_blank","morir","None","None","No","No"," ends_in_ir high_irregularity indefinido irregular_verb morir regular_form tú_vos "
"↧ En aquel momento ↧él/ella/usted _____ (de miedo)","murió","Intermediate","fill_in_blank","morir","None","None","No","No"," ends_in_ir high_irregularity in_the_wild indefinido irregular_form irregular_verb morir refrán él_ella_usted "
"↧ En aquel momento ↧nosotros _____ (de miedo)","morimos","Intermediate","fill_in_blank","morir","None","None","No","No"," ends_in_ir high_irregularity indefinido irregular_verb morir nosotros regular_form "
"↧ En aquel momento ↧vosotros _____ (de miedo)","moristeis","Intermediate","fill_in_blank","morir","None","None","No","No"," ends_in_ir high_irregularity indefinido irregular_verb morir regular_form vosotros "
"↧ En aquel momento ↧ellos/ellas/ustedes _____ (de miedo)","murieron","Intermediate","fill_in_blank","morir","None","None","No","No"," ellos_ellas_ustedes ends_in_ir high_irregularity indefinido irregular_form irregular_verb morir "
"→ En el futuro, →yo _____ (de miedo)","moriré","Intermediate","fill_in_blank","morir","None","None","No","No"," ends_in_ir futuro high_irregularity irregular_verb morir regular_form yo "
"→ En el futuro, →tú/vos _____ (de miedo)","morirás","Intermediate","fill_in_blank","morir","None","None","No","No"," ends_in_ir futuro high_irregularity irregular_verb morir regular_form tú_vos "
"→ En el futuro, →él/ella/usted _____ (de miedo)","morirá","Intermediate","fill_in_blank","morir","None","None","No","No"," ends_in_ir futuro high_irregularity irregular_verb morir regular_form él_ella_usted "
"→ En el futuro, →nosotros _____ (de miedo)","moriremos","Intermediate","fill_in_blank","morir","None","None","No","No"," ends_in_ir futuro high_irregularity in_the_wild irregular_verb modismo morir nosotros regular_form "
"→ En el futuro, →vosotros _____ (de miedo)","moriréis","Intermediate","fill_in_blank","morir","None","None","No","No"," ends_in_ir futuro high_irregularity irregular_verb morir regular_form vosotros "
"→ En el futuro, →ellos/ellas/ustedes _____ (de miedo)","morirán","Intermediate","fill_in_blank","morir","None","None","No","No"," ellos_ellas_ustedes ends_in_ir futuro high_irregularity irregular_verb morir regular_form "
"… Si ocurriese esto, …yo _____ (de miedo)","moriría","Intermediate","fill_in_blank","morir","None","None","No","No"," condicional ends_in_ir high_irregularity irregular_verb morir regular_form yo "
"… Si sucediera esto, …tú/vos _____ (de miedo)","morirías","Intermediate","fill_in_blank","morir","None","None","No","No"," condicional ends_in_ir high_irregularity irregular_verb morir regular_form tú_vos "
"… Si acaeciera algo, …él/ella/usted _____ (de miedo)","moriría","Intermediate","fill_in_blank","morir","None","None","No","No"," condicional ends_in_ir high_irregularity irregular_verb morir regular_form él_ella_usted "
"… Si pasara algo, …nosotros _____ (de miedo)","moriríamos","Intermediate","fill_in_blank","morir","None","None","No","No"," condicional ends_in_ir high_irregularity irregular_verb morir nosotros regular_form "
"… Si aconteciese esto, …vosotros _____ (de miedo)","moriríais","Intermediate","fill_in_blank","morir","None","None","No","No"," condicional ends_in_ir high_irregularity irregular_verb morir regular_form vosotros "
"… Si se produjera esto, …ellos/ellas/ustedes _____ (de miedo)","morirían","Intermediate","fill_in_blank","morir","None","None","No","No"," condicional ellos_ellas_ustedes ends_in_ir high_irregularity irregular_verb morir regular_form "
"〰 Resulta divertido que 〰yo _____ (de miedo)","muera","Elementary","fill_in_blank","morir","None","None","No","No"," ends_in_ir high_irregularity irregular_form irregular_verb morir subjuntivo_presente yo "
"〰 Resulta divertido que 〰tú/vos _____ (de miedo)","mueras","Elementary","fill_in_blank","morir","None","None","No","No"," ends_in_ir high_irregularity in_the_wild irregular_form irregular_verb morir refrán subjuntivo_presente tú_vos "
"〰 Resulta divertido que 〰él/ella/usted _____ (de miedo)","muera","Elementary","fill_in_blank","morir","None","None","No","No"," ends_in_ir high_irregularity irregular_form irregular_verb morir subjuntivo_presente él_ella_usted "
"〰 Resulta divertido que 〰nosotros _____ (de miedo)","muramos","Elementary","fill_in_blank","morir","None","None","No","No"," ends_in_ir high_irregularity irregular_form irregular_verb morir nosotros subjuntivo_presente "
"〰 Resulta divertido que 〰vosotros _____ (de miedo)","muráis","Elementary","fill_in_blank","morir","None","None","No","No"," ends_in_ir high_irregularity irregular_form irregular_verb morir subjuntivo_presente vosotros "
"〰 Resulta divertido que 〰ellos/ellas/ustedes _____ (de miedo)","mueran","Elementary","fill_in_blank","morir","None","None","No","No"," ellos_ellas_ustedes ends_in_ir high_irregularity irregular_form irregular_verb morir subjuntivo_presente "
"↫ Fue sorprendente que ↫yo _____ (de miedo)","muriera | muriese","Advanced","fill_in_blank","morir","None","None","No","No"," ends_in_ir high_irregularity irregular_form irregular_verb morir subjuntivo_pasado yo "
"↫ Fue sorprendente que ↫tú/vos _____ (de miedo)","murieras | murieses","Advanced","fill_in_blank","morir","None","None","No","No"," ends_in_ir high_irregularity irregular_form irregular_verb morir subjuntivo_pasado tú_vos "
"↫ Fue sorprendente que ↫él/ella/usted _____ (de miedo)","muriera | muriese","Advanced","fill_in_blank","morir","None","None","No","No"," ends_in_ir high_irregularity irregular_form irregular_verb morir subjuntivo_pasado él_ella_usted "
"↫ Fue sorprendente que ↫nosotros _____ (de miedo)","muriéramos | muriésemos","Advanced","fill_in_blank","morir","None","None","No","No"," ends_in_ir high_irregularity irregular_form irregular_verb morir nosotros subjuntivo_pasado "
"↫ Fue sorprendente que ↫vosotros _____ (de miedo)","murierais | murieseis","Advanced","fill_in_blank","morir","None","None","No","No"," ends_in_ir high_irregularity irregular_form irregular_verb morir subjuntivo_pasado vosotros "
"↫ Fue sorprendente que ↫ellos/ellas/ustedes _____ (de miedo)","murieran | muriesen","Advanced","fill_in_blank","morir","None","None","No","No"," ellos_ellas_ustedes ends_in_ir high_irregularity irregular_form irregular_verb morir subjuntivo_pasado "
"Hombre, por favor,¡ _____ (de vergüenza), ya !(tú)","muere","Intermediate","fill_in_blank","morir","None","None","No","No"," ends_in_ir high_irregularity imperativo irregular_form irregular_verb morir tú tú_vos "
"Hombre, por favor,¡ _____ (de vergüenza), ya !(vos)","morí","Intermediate","fill_in_blank","morir","None","None","No","No"," ends_in_ir high_irregularity imperativo irregular_verb morir regular_form tú_vos vos "
"Mujer, por favor,¡ no _____ (de hambre) !(tú/vos)","mueras","Intermediate","fill_in_blank","morir","None","None","No","No"," ends_in_ir high_irregularity imperativo in_the_wild irregular_form irregular_verb morir negative_imperativo refrán tú_vos "
"Señora, por favor,¡ (que) _____ (de vergüenza), ya !(él/ella/usted)","muera","Intermediate","fill_in_blank","morir","None","None","No","No"," ends_in_ir high_irregularity imperativo irregular_form irregular_verb morir él_ella_usted "
"Vámonos equipo, por favor,¡ (que) _____ (de vergüenza), ya !(nosotros)","muramos","Intermediate","fill_in_blank","morir","None","None","No","No"," ends_in_ir high_irregularity imperativo irregular_form irregular_verb morir nosotros "
"Tú y tú, por favor,¡ _____ (de vergüenza), ya !(vosotros)","morid","Intermediate","fill_in_blank","morir","None","None","No","No"," ends_in_ir high_irregularity imperativo irregular_verb morir regular_form vosotros "
"Señores, por favor,¡ (que) _____ (de vergüenza), ya ! (ellos/ellas/ustedes)","mueran","Intermediate","fill_in_blank","morir","None","None","No","No"," ellos_ellas_ustedes ends_in_ir high_irregularity imperativo irregular_form irregular_verb morir "
"↬ Si en un dudoso futuro ↬yo _____ así, ¡suerte!","muriere","Advanced","fill_in_blank","morir","None","None","No","No"," ends_in_ir high_irregularity irregular_form irregular_verb morir subjuntivo_futuro yo "
"↬ Si en un dudoso futuro ↬tú/vos _____ así, ¡suerte!","murieres","Advanced","fill_in_blank","morir","None","None","No","No"," ends_in_ir high_irregularity irregular_form irregular_verb morir subjuntivo_futuro tú_vos "
"↬ Si en un dudoso futuro ↬él/ella/usted _____ así, ¡suerte!","muriere","Advanced","fill_in_blank","morir","None","None","No","No"," ends_in_ir high_irregularity irregular_form irregular_verb morir subjuntivo_futuro él_ella_usted "
"↬ Si en un dudoso futuro ↬nosotros _____ así, ¡suerte!","muriéremos","Advanced","fill_in_blank","morir","None","None","No","No"," ends_in_ir high_irregularity irregular_form irregular_verb morir nosotros subjuntivo_futuro "
"↬ Si en un dudoso futuro ↬vosotros _____ así, ¡suerte!","muriereis","Advanced","fill_in_blank","morir","None","None","No","No"," ends_in_ir high_irregularity irregular_form irregular_verb morir subjuntivo_futuro vosotros "
"↬ Si en un dudoso futuro ↬ellos/ellas/ustedes _____ así, ¡suerte!","murieren","Advanced","fill_in_blank","morir","None","None","No","No"," ellos_ellas_ustedes ends_in_ir high_irregularity irregular_form irregular_verb morir subjuntivo_futuro "
"El verbo enél caees _____","caer","Intermediate","fill_in_blank","None","None","None","No","No"," caer ends_in_er in_the_wild infinitivo irregular_verb low_irregularity modismo regular_form "
"Mientras estoy estudiando…ella está _____ (de sueño)","cayendo","Intermediate","fill_in_blank","caer","None","None","No","No"," caer ends_in_er gerundio irregular_verb low_irregularity regular_form regular_spelling_change "
"Hugo ha _____ (de sueño)","caído","Intermediate","fill_in_blank","caer","None","None","No","No"," caer ends_in_er in_the_wild irregular_form irregular_verb low_irregularity participio refrán "
"⊙ Ahora mismo, ⊙yo _____ (de sueño)","caigo","Elementary","fill_in_blank","caer","None","None","No","No"," caer ends_in_er in_the_wild irregular_form irregular_verb low_irregularity modismo presente yo "
"⊙ Ahora mismo, ⊙tú _____ (de sueño)","caes","Elementary","fill_in_blank","caer","None","None","No","No"," caer ends_in_er irregular_verb low_irregularity presente regular_form tú tú_vos "
"⊙ Ahora mismo, ⊙vos _____ (de sueño)","caés","Elementary","fill_in_blank","caer","None","None","No","No"," caer ends_in_er irregular_verb low_irregularity presente regular_form tú_vos vos "
"⊙ Ahora mismo, ⊙él/ella/usted _____ (de sueño)","cae","Elementary","fill_in_blank","caer","None","None","No","No"," caer ends_in_er in_the_wild irregular_verb low_irregularity modismo presente regular_form él_ella_usted "
"⊙ Ahora mismo, ⊙nosotros _____ (de sueño)","caemos","Elementary","fill_in_blank","caer","None","None","No","No"," caer ends_in_er irregular_verb low_irregularity nosotros presente regular_form "
"⊙ Ahora mismo, ⊙vosotros _____ (de sueño)","caéis","Elementary","fill_in_blank","caer","None","None","No","No"," caer ends_in_er irregular_verb low_irregularity presente regular_form vosotros "
"⊙ Ahora mismo, ⊙ellos/ellas/ustedes _____ (de sueño)","caen","Elementary","fill_in_blank","caer","None","None","No","No"," caer ellos_ellas_ustedes ends_in_er in_the_wild irregular_verb low_irregularity modismo presente regular_form "
"⇠ En esa época, a menudo, ⇠yo _____ (de sueño)","caía","Intermediate","fill_in_blank","caer","None","None","No","No"," caer ends_in_er imperfecto irregular_verb low_irregularity regular_form yo "
"⇠ En esa época, a menudo, ⇠tú/vos _____ (de sueño)","caías","Intermediate","fill_in_blank","caer","None","None","No","No"," caer ends_in_er imperfecto irregular_verb low_irregularity regular_form tú_vos "
"⇠ En esa época, a menudo, ⇠él/ella/usted _____ (de sueño)","caía","Intermediate","fill_in_blank","caer","None","None","No","No"," caer ends_in_er imperfecto irregular_verb low_irregularity regular_form él_ella_usted "
"⇠ En esa época, a menudo, ⇠nosotros _____ (de sueño)","caíamos","Intermediate","fill_in_blank","caer","None","None","No","No"," caer ends_in_er imperfecto irregular_verb low_irregularity nosotros regular_form "
"⇠ En esa época, a menudo, ⇠vosotros _____ (de sueño)","caíais","Intermediate","fill_in_blank","caer","None","None","No","No"," caer ends_in_er imperfecto irregular_verb low_irregularity regular_form vosotros "
"⇠ En esa época, a menudo, ⇠ellos/ellas/ustedes _____ (de sueño)","caían","Intermediate","fill_in_blank","caer","None","None","No","No"," caer ellos_ellas_ustedes ends_in_er imperfecto irregular_verb low_irregularity regular_form "
"↧ En aquel momento ↧yo _____ (de sueño)","caí","Intermediate","fill_in_blank","caer","None","None","No","No"," caer ends_in_er indefinido irregular_verb low_irregularity regular_form yo "
"↧ En aquel momento ↧tú/vos _____ (de sueño)","caíste","Intermediate","fill_in_blank","caer","None","None","No","No"," caer ends_in_er indefinido irregular_verb low_irregularity regular_form regular_spelling_change tú_vos "
"↧ En aquel momento ↧él/ella/usted _____ (de sueño)","cayó","Intermediate","fill_in_blank","caer","None","None","No","No"," caer dicho ends_in_er in_the_wild indefinido irregular_verb low_irregularity regular_form regular_spelling_change él_ella_usted "
"↧ En aquel momento ↧nosotros _____ (de sueño)","caímos","Intermediate","fill_in_blank","caer","None","None","No","No"," caer ends_in_er indefinido irregular_verb low_irregularity nosotros regular_form regular_spelling_change "
"↧ En aquel momento ↧vosotros _____ (de sueño)","caísteis","Intermediate","fill_in_blank","caer","None","None","No","No"," caer ends_in_er indefinido irregular_verb low_irregularity regular_form regular_spelling_change vosotros "
"↧ En aquel momento ↧ellos/ellas/ustedes _____ (de sueño)","cayeron","Intermediate","fill_in_blank","caer","None","None","No","No"," caer ellos_ellas_ustedes ends_in_er indefinido irregular_verb low_irregularity regular_form regular_spelling_change "
"→ En el futuro, →yo _____ (de sueño)","caeré","Intermediate","fill_in_blank","caer","None","None","No","No"," caer ends_in_er futuro irregular_verb low_irregularity regular_form yo "
"→ En el futuro, →tú/vos _____ (de sueño)","caerás","Intermediate","fill_in_blank","caer","None","None","No","No"," caer ends_in_er futuro irregular_verb low_irregularity regular_form tú_vos "
"→ En el futuro, →él/ella/usted _____ (de sueño)","caerá","Intermediate","fill_in_blank","caer","None","None","No","No"," caer dicho ends_in_er futuro in_the_wild irregular_verb low_irregularity regular_form él_ella_usted "
"→ En el futuro, →nosotros _____ (de sueño)","caeremos","Intermediate","fill_in_blank","caer","None","None","No","No"," caer ends_in_er futuro irregular_verb low_irregularity nosotros regular_form "
"→ En el futuro, →vosotros _____ (de sueño)","caeréis","Intermediate","fill_in_blank","caer","None","None","No","No"," caer ends_in_er futuro irregular_verb low_irregularity regular_form vosotros "
"→ En el futuro, →ellos/ellas/ustedes _____ (de sueño)","caerán","Intermediate","fill_in_blank","caer","None","None","No","No"," caer ellos_ellas_ustedes ends_in_er futuro irregular_verb low_irregularity regular_form "
"… Si ocurriese esto, …yo _____ (de sueño)","caería","Intermediate","fill_in_blank","caer","None","None","No","No"," caer condicional ends_in_er irregular_verb low_irregularity regular_form yo "
"… Si sucediera esto, …tú/vos _____ (de sueño)","caerías","Intermediate","fill_in_blank","caer","None","None","No","No"," caer condicional ends_in_er irregular_verb low_irregularity regular_form tú_vos "
"… Si acaeciera algo, …él/ella/usted _____ (de sueño)","caería","Intermediate","fill_in_blank","caer","None","None","No","No"," caer condicional ends_in_er in_the_wild irregular_verb low_irregularity modismo regular_form él_ella_usted "
"… Si pasara algo, …nosotros _____ (de sueño)","caeríamos","Intermediate","fill_in_blank","caer","None","None","No","No"," caer condicional ends_in_er irregular_verb low_irregularity nosotros regular_form "
"… Si aconteciese esto, …vosotros _____ (de sueño)","caeríais","Intermediate","fill_in_blank","caer","None","None","No","No"," caer condicional ends_in_er irregular_verb low_irregularity regular_form vosotros "
"… Si se produjera esto, …ellos/ellas/ustedes _____ (de sueño)","caerían","Intermediate","fill_in_blank","caer","None","None","No","No"," caer condicional ellos_ellas_ustedes ends_in_er irregular_verb low_irregularity regular_form "
"〰 Resulta divertido que 〰yo _____ (de sueño)","caiga","Elementary","fill_in_blank","caer","None","None","No","No"," caer ends_in_er irregular_form irregular_verb low_irregularity subjuntivo_presente yo "
"〰 Resulta divertido que 〰tú/vos _____ (de sueño)","caigas","Elementary","fill_in_blank","caer","None","None","No","No"," caer ends_in_er irregular_form irregular_verb low_irregularity subjuntivo_presente tú_vos "
"〰 Resulta divertido que 〰él/ella/usted _____ (de sueño)","caiga","Elementary","fill_in_blank","caer","None","None","No","No"," caer ends_in_er irregular_form irregular_verb low_irregularity subjuntivo_presente él_ella_usted "
"〰 Resulta divertido que 〰nosotros _____ (de sueño)","caigamos","Elementary","fill_in_blank","caer","None","None","No","No"," caer ends_in_er irregular_form irregular_verb low_irregularity nosotros subjuntivo_presente "
"〰 Resulta divertido que 〰vosotros _____ (de sueño)","caigáis","Elementary","fill_in_blank","caer","None","None","No","No"," caer ends_in_er irregular_form irregular_verb low_irregularity subjuntivo_presente vosotros "
"〰 Resulta divertido que 〰ellos/ellas/ustedes _____ (de sueño)","caigan","Elementary","fill_in_blank","caer","None","None","No","No"," caer ellos_ellas_ustedes ends_in_er irregular_form irregular_verb low_irregularity subjuntivo_presente "
"↫ Fue sorprendente que ↫yo _____ (de sueño)","cayera | cayese","Advanced","fill_in_blank","caer","None","None","No","No"," caer ends_in_er irregular_verb low_irregularity regular_form regular_spelling_change subjuntivo_pasado yo "
"↫ Fue sorprendente que ↫tú/vos _____ (de sueño)","cayeras | cayeses","Advanced","fill_in_blank","caer","None","None","No","No"," caer ends_in_er irregular_verb low_irregularity regular_form regular_spelling_change subjuntivo_pasado tú_vos "
"↫ Fue sorprendente que ↫él/ella/usted _____ (de sueño)","cayera | cayese","Advanced","fill_in_blank","caer","None","None","No","No"," caer ends_in_er irregular_verb low_irregularity regular_form regular_spelling_change subjuntivo_pasado él_ella_usted "
"↫ Fue sorprendente que ↫nosotros _____ (de sueño)","cayéramos | cayésemos","Advanced","fill_in_blank","caer","None","None","No","No"," caer ends_in_er irregular_verb low_irregularity nosotros regular_form regular_spelling_change subjuntivo_pasado "
"↫ Fue sorprendente que ↫vosotros _____ (de sueño)","cayerais | cayeseis","Advanced","fill_in_blank","caer","None","None","No","No"," caer ends_in_er irregular_verb low_irregularity regular_form regular_spelling_change subjuntivo_pasado vosotros "
"↫ Fue sorprendente que ↫ellos/ellas/ustedes _____ (de sueño)","cayeran | cayesen","Advanced","fill_in_blank","caer","None","None","No","No"," caer ellos_ellas_ustedes ends_in_er irregular_verb low_irregularity regular_form regular_spelling_change subjuntivo_pasado "
"Hombre, por favor,¡ _____ (en la cuenta), ya !(tú)","cae","Intermediate","fill_in_blank","caer","None","None","No","No"," caer ends_in_er imperativo irregular_verb low_irregularity regular_form tú tú_vos "
"Hombre, por favor,¡ _____ (en la cuenta), ya !(vos)","caé","Intermediate","fill_in_blank","caer","None","None","No","No"," caer ends_in_er imperativo irregular_verb low_irregularity regular_form tú_vos vos "
"Mujer, por favor,¡ no _____ (de sorpresa) !(tú/vos)","caigas","Intermediate","fill_in_blank","caer","None","None","No","No"," caer ends_in_er imperativo irregular_form irregular_verb low_irregularity negative_imperativo tú_vos "
"Señora, por favor,¡ (que) _____ (en la cuenta), ya !(él/ella/usted)","caiga","Intermediate","fill_in_blank","caer","None","None","No","No"," caer ends_in_er imperativo irregular_form irregular_verb low_irregularity él_ella_usted "
"Vámonos equipo, por favor,¡ (que) _____ (en la cuenta), ya !(nosotros)","caigamos","Intermediate","fill_in_blank","caer","None","None","No","No"," caer ends_in_er imperativo irregular_form irregular_verb low_irregularity nosotros "
"Tú y tú, por favor,¡ _____ (en la cuenta), ya !(vosotros)","caed","Intermediate","fill_in_blank","caer","None","None","No","No"," caer ends_in_er imperativo irregular_verb low_irregularity regular_form vosotros "
"Señores, por favor,¡ (que) _____ (en la cuenta), ya ! (ellos/ellas/ustedes)","caigan","Intermediate","fill_in_blank","caer","None","None","No","No"," caer ellos_ellas_ustedes ends_in_er imperativo irregular_form irregular_verb low_irregularity "
"↬ Si en un dudoso futuro ↬yo _____ así, ¡suerte!","cayere","Advanced","fill_in_blank","caer","None","None","No","No"," caer ends_in_er irregular_verb low_irregularity regular_form regular_spelling_change subjuntivo_futuro yo "
"↬ Si en un dudoso futuro ↬tú/vos _____ así, ¡suerte!","cayeres","Advanced","fill_in_blank","caer","None","None","No","No"," caer ends_in_er irregular_verb low_irregularity regular_form regular_spelling_change subjuntivo_futuro tú_vos "
"↬ Si en un dudoso futuro ↬él/ella/usted _____ así, ¡suerte!","cayere","Advanced","fill_in_blank","caer","None","None","No","No"," caer ends_in_er irregular_verb low_irregularity regular_form regular_spelling_change subjuntivo_futuro él_ella_usted "
"↬ Si en un dudoso futuro ↬nosotros _____ así, ¡suerte!","cayéremos","Advanced","fill_in_blank","caer","None","None","No","No"," caer ends_in_er irregular_verb low_irregularity nosotros regular_form regular_spelling_change subjuntivo_futuro "
"↬ Si en un dudoso futuro ↬vosotros _____ así, ¡suerte!","cayereis","Advanced","fill_in_blank","caer","None","None","No","No"," caer ends_in_er irregular_verb low_irregularity regular_form regular_spelling_change subjuntivo_futuro vosotros "
"↬ Si en un dudoso futuro ↬ellos/ellas/ustedes _____ así, ¡suerte!","cayeren","Advanced","fill_in_blank","caer","None","None","No","No"," caer ellos_ellas_ustedes ends_in_er irregular_verb low_irregularity regular_form regular_spelling_change subjuntivo_futuro "
"El verbo enél juegaes _____","jugar","Intermediate","fill_in_blank","None","None","None","No","No"," ends_in_ar infinitivo irregular_verb jugar low_irregularity regular_form "
"Mientras estoy estudiando…ella está _____ (con el gato)","jugando","Intermediate","fill_in_blank","jugar","None","None","No","No"," ends_in_ar gerundio in_the_wild irregular_verb jugar low_irregularity refrán regular_form "
"Hugo ha _____ (con el gato)","jugado","Intermediate","fill_in_blank","jugar","None","None","No","No"," ends_in_ar irregular_verb jugar low_irregularity participio regular_form "
"⊙ Ahora mismo, ⊙yo _____ (con el gato)","juego","Elementary","fill_in_blank","jugar","None","None","No","No"," ends_in_ar irregular_form irregular_verb jugar low_irregularity presente yo "
"⊙ Ahora mismo, ⊙tú _____ (con el gato)","juegas","Elementary","fill_in_blank","jugar","None","None","No","No"," ends_in_ar irregular_form irregular_verb jugar low_irregularity presente tú tú_vos "
"⊙ Ahora mismo, ⊙vos _____ (con el gato)","jugás","Elementary","fill_in_blank","jugar","None","None","No","No"," ends_in_ar irregular_verb jugar low_irregularity presente regular_form tú_vos vos "
"⊙ Ahora mismo, ⊙él/ella/usted _____ (con el gato)","juega","Elementary","fill_in_blank","jugar","None","None","No","No"," ends_in_ar in_the_wild irregular_form irregular_verb jugar low_irregularity presente refrán él_ella_usted "
"⊙ Ahora mismo, ⊙nosotros _____ (con el gato)","jugamos","Elementary","fill_in_blank","jugar","None","None","No","No"," ends_in_ar irregular_verb jugar low_irregularity nosotros presente regular_form "
"⊙ Ahora mismo, ⊙vosotros _____ (con el gato)","jugáis","Elementary","fill_in_blank","jugar","None","None","No","No"," ends_in_ar irregular_verb jugar low_irregularity presente regular_form vosotros "
"⊙ Ahora mismo, ⊙ellos/ellas/ustedes _____ (con el gato)","juegan","Elementary","fill_in_blank","jugar","None","None","No","No"," ellos_ellas_ustedes ends_in_ar irregular_form irregular_verb jugar low_irregularity presente "
"⇠ En esa época, a menudo, ⇠yo _____ (con el gato)","jugaba","Intermediate","fill_in_blank","jugar","None","None","No","No"," ends_in_ar imperfecto irregular_verb jugar low_irregularity regular_form yo "
"⇠ En esa época, a menudo, ⇠tú/vos _____ (con el gato)","jugabas","Intermediate","fill_in_blank","jugar","None","None","No","No"," ends_in_ar imperfecto irregular_verb jugar low_irregularity regular_form tú_vos "
"⇠ En esa época, a menudo, ⇠él/ella/usted _____ (con el gato)","jugaba","Intermediate","fill_in_blank","jugar","None","None","No","No"," ends_in_ar imperfecto in_the_wild irregular_verb jugar low_irregularity modismo regular_form él_ella_usted "
"⇠ En esa época, a menudo, ⇠nosotros _____ (con el gato)","jugábamos","Intermediate","fill_in_blank","jugar","None","None","No","No"," ends_in_ar imperfecto irregular_verb jugar low_irregularity nosotros regular_form "
"⇠ En esa época, a menudo, ⇠vosotros _____ (con el gato)","jugabais","Intermediate","fill_in_blank","jugar","None","None","No","No"," ends_in_ar imperfecto irregular_verb jugar low_irregularity regular_form vosotros "
"⇠ En esa época, a menudo, ⇠ellos/ellas/ustedes _____ (con el gato)","jugaban","Intermediate","fill_in_blank","jugar","None","None","No","No"," ellos_ellas_ustedes ends_in_ar imperfecto irregular_verb jugar low_irregularity regular_form "
