id,word,old_level,new_level,definition_preview
98db388f-2a8a-4178-a37c-990e76d11f92,"mambomanacle",2,3,"combined_word_error: this appears to be two words "
6294d167-41ac-4703-9f2a-ed4682796306,"mammal",3,4,"a warm-blooded vertebrate animal characterized by "
2119110b-dcfa-42c9-8f47-61d066396841,"mammalian",5,3,"relating to or characteristic of mammals; possessi"
449cd3ed-8923-4258-bf6d-f3c2cb106500,"manacle",3,2,"a restraint device, typically consisting of metal "
42fc1367-4f99-4436-ba32-9a015497c9df,"manage",4,2,"to be in charge of, control, or supervise somethin"
de0bc213-9dbd-49f6-8164-07fd946ce4ee,"manages",3,2,"third person singular present tense of manage; ind"
f7f89064-f29c-496e-b448-6dcc4010a3d5,"mañana",3,2,"spanish word meaning "tomorrow" or "morning," ofte"
2d5fc879-37da-442b-9199-b94d8e4155e9,"mandarin",4,3,"the most widely spoken form of chinese, serving as"
b3a8de9e-4d42-4d16-b89c-89610c2c7327,"mandate",4,2,"an official command, requirement, or authorization"
316965cb-2939-4760-ab8b-bfd13be8034f,"mandelbrot",3,4,"referring to the mandelbrot set, a famous fractal "
7dc3359a-3e26-41e1-81bb-f3d6f802442d,"mange",3,2,"a contagious skin disease affecting mammals, cause"
5d8202a4-e323-465f-a22a-4a948ade96e3,"mange-tout",null,3,"a type of edible pod from the pea family that is e"
9aa960b6-0769-4835-af01-c43a3a406e8d,"mangels",3,2,"large root vegetables, also known as mangel-wurzel"
ecf65a77-5012-452e-9a35-45db89b012d5,"manger",3,2,"a feeding trough or container used to hold food fo"
fd0cf642-24f0-4007-a38c-76ab553a61cb,"mango",3,2,"a tropical fruit (mangifera indica) native to sout"
a376b246-de18-49b0-a5a1-83f89c3a1c25,"mangrove",4,3,"a type of tree or shrub that grows in coastal salt"
d70870df-6914-4de9-9077-f65c4aae74f1,"maniacal",4,3,"characterized by or showing signs of mania; exhibi"
7a539832-1015-4108-b3ad-400e89392a0a,"manifesto",5,3,"a public declaration or statement of principles, b"
1ae50493-8674-426c-be73-6adfdc86b747,"manifests",3,4,"third person singular present tense of manifest, o"
0ea4fb60-e854-4162-bbf9-673ab9a28ad8,"manner",4,2,"a way of doing, being, or happening; the method or"
3cc0e057-f578-4994-aff0-8d77da2133f5,"mano",3,1,"a hand-held stone tool used with a metate (grindin"
a65bf074-4ab0-4a78-87e6-7f307582cf57,"mansard",3,2,"a type of roof design characterized by four slopin"
5defa6b8-3b36-4fbb-88ed-db7649acc6fe,"manta",4,2,"a large ray fish characterized by its diamond-shap"
356c356e-edf2-462a-b09c-b40ef1e04721,"manteau",4,2,"a loose cloak or mantle, particularly referring to"
42d7fcc7-ef7a-43c9-afb1-321a4007634a,"mantel",3,2,"the decorative shelf and surrounding framework abo"
cfd2223b-1621-417c-94ab-ac659bb30d74,"manticore",4,3,"a legendary creature from ancient persian and medi"
4feece10-7144-4b91-83e2-ee27357440e7,"mantle",3,2,"a layer of the earth's interior located between th"
4d6503e6-bed9-47f0-8fb5-b6947c923d0f,"mantua",3,2,"a type of women's gown popular in the late 17th an"
6ef3ebeb-d42b-4cd9-8087-aa7621067eb3,"manu",4,1,"in hindu tradition, the progenitor of humanity and"
ab867f1f-488e-4007-baf8-91a9ffbe15d0,"manualthe",2,3,"combined_word_error: this appears to be two words "
2526a78e-8f31-40e5-83d6-25dc65d121eb,"manufacture",4,3,"to make or produce goods, especially on a large sc"
cd388066-ec3f-487e-9ed2-d60588a04610,"manumit",4,2,"to release from slavery or servitude; to free a sl"
8f058fee-a1af-4ed0-b9ef-ef2afb52e854,"map",null,1,"a visual representation of an area, typically a co"
79140e1d-3ab8-4697-8e2a-0e87e716e0d1,"maquette",4,3,"a small-scale model or preliminary sculpture creat"
2de3b591-5ab6-40b5-afe7-f2bc14f77a50,"marathi",4,2,"an indo-aryan language spoken by approximately 75 "
901005a7-5c54-4c59-93bf-bdc8a6dcd2be,"marble",3,2,"a metamorphic rock formed from limestone or dolomi"
59783cf2-c623-4b67-827f-9cd52b98fada,"marcel",5,2,"a type of hairstyling technique that creates soft,"
029d49b2-7315-483b-8568-72ba19e3904c,"marginalize",4,3,"to treat a person or group as insignificant or per"
e0167175-4865-4bb6-bf45-c58ff753cb05,"marimba",4,2,"a percussion instrument consisting of wooden bars "
dbec8eee-9ff0-4550-8c6f-e193f27300bd,"marine",3,2,"relating to the sea or ocean, or a member of a nav"
5145f53b-9457-40b6-bdbb-7eafbcf32c6f,"marionetteneapolitan",3,5,"a combined word error from pdf parsing that incorr"
0b2112eb-6cb5-4299-b33c-d7a436e49bed,"mark",4,1,"a sign, symbol, or trace that indicates position, "
d9e0600a-b988-46ca-a4ee-ab40ffdca1a7,"marked",3,2,"clearly noticeable, distinct, or having visible si"
ac2ef9b8-63de-473d-8ae7-9f8dcf586cab,"markets",4,2,"places or systems where goods, services, or securi"
fef04511-d67d-497a-b6c3-a6133765d32b,"marquee",3,2,"a large tent used for outdoor events or a prominen"
d20b39ae-175c-4677-b559-efa2112d2e3a,"married",3,4,"united in matrimony through legal or religious cer"
59979606-b59a-49c0-8187-b2662c521356,"marring",3,2,"the act of damaging, spoiling, or diminishing the "
7ef189de-c970-4123-bec4-da99a09c0025,"marry",4,2,"to join in marriage through legal, religious, or s"
0d9d31eb-92f2-446f-a0f0-7ab521050cef,"marsupialtrefoil",3,5,"a combined word error from pdf parsing that incorr"
1594d7c1-43aa-48c0-8b2f-4de2a3f709db,"martial",3,2,"relating to warfare, military affairs, or combat; "
93dad57d-221a-4be1-91e5-29e7ec7f83f8,"martinoe",4,5,"an obscure or archaic term that appears in histori"
e330d6aa-ebd3-4dc0-acf1-6748eef59944,"marvel",4,2,"something that causes wonder, admiration, or aston"
96111848-5e40-4fb3-bbb5-c724d570085d,"masa",3,1,"traditional corn dough used in mexican and central"
051f13a9-c215-4176-9cf7-2483908cb463,"mask",4,1,"a covering worn over part or all of the face for p"
7e2090d6-ecc2-4813-82b3-a1fd25d83d58,"masks",3,4,"multiple face coverings used for protection, disgu"
f92d4fd6-a4cc-4a97-a5b1-6ec675f2e5f3,"mason",3,2,"a skilled craftsperson who works with stone, brick"
23fefa4f-2687-43ca-aa87-0b7ed3a80f7b,"masse",4,2,"a billiards shot where the cue stick is held nearl"
202a1714-3f28-4480-813e-0bef6e0a9a07,"masses",3,2,"large quantities or numbers of people or things; a"
2f0ea1f7-007f-4422-9095-fbdeb252b9aa,"masseuse",4,3,"a female professional who performs massage therapy"
59a13d80-830d-419c-a1c6-25cb718f9a40,"mässig",3,2,"mässig is a german word meaning "moderate," "tempe"
dd8a84b2-eed1-4cc6-b39e-20ba584d2d50,"mastering",4,3,"the process of gaining complete knowledge, skill, "
e768af44-2b32-4c08-9a1c-e0b76a2c8fa9,"mastiff",3,2,"a large, powerful breed of dog originally develope"
a6cb1a0e-da34-4a5c-8259-0090aee22c58,"maternity",3,4,"the state of being a mother; the period of pregnan"
02dd973a-14fd-45b1-9b0d-ba686875a6cb,"math",4,1,"the study of numbers, quantities, shapes, and patt"
46b8cded-503d-442e-9eb8-c90fb569f216,"matriculation",4,3,"the process of enrolling in or being admitted to a"
01b3d827-22de-43b7-be62-5a8322e24b48,"matrimony",4,3,"the formal union of marriage between two people, p"
8e874ece-989f-4ade-97c6-5e1f60af1830,"matterhorn",2,3,"a famous pyramidal peak in the alps on the border "
2947e268-bf1b-4491-b0b6-ae365b5c3a43,"mattress",2,3,"a large, rectangular pad used as a bed or part of "
54073278-7c44-41ae-bd81-1e7530bd3b2b,"mauve",4,5,"a pale purple color with a pinkish tinge, named af"
3340f646-20c4-43d6-b0d3-43974bea8312,"maverick",4,3,"an independent-minded person who refuses to confor"
7a762311-e89f-4af3-904c-e303e342c454,"mawkish",3,2,"excessively sentimental, emotional, or sweet to th"
01d66adc-3c57-41fa-86e0-16fe5ae606ec,"maxwell",4,2,"a unit of magnetic flux in the electromagnetic sys"
7bb16d9e-70b6-4a8a-b696-31a65efb9dce,"maybe",3,2,"perhaps; possibly but not certainly; used to expre"
7fcad8a9-7d20-4f6f-9f14-32b9b76f9234,"mayhem",4,2,"violent disorder, chaos, or deliberate damage and "
005e89eb-0233-4f88-9b9d-6023aaf7c1b1,"mayonnaise",2,3,"a thick, creamy sauce made from egg yolks, oil, an"
021d4705-995a-4de5-b950-561cb86b3888,"mazda",3,2,"a japanese automotive manufacturer known for rotar"
a74c0e82-a1b1-4021-80d4-d501a0176d96,"mccoy",3,2,"used in the phrase "the real mccoy" to mean the ge"
4e91687a-6831-486b-b368-99b18240466b,"mcintosh",4,3,"a variety of red apple with tender, white flesh an"
d3f0eab1-084e-41d4-b632-ad7f373516e0,"mea",null,1,"a pronoun used to refer to oneself."
5383c0f3-c869-44f9-9970-dfcc74ca8370,"meal",3,1,"a regular occasion when food is consumed, typicall"
1c8f90ec-6889-4fd1-bd01-3b2873b57e5f,"mean",3,1,"having multiple meanings: to intend or signify (ve"
92f5c925-deb0-420b-89ba-f4e489656337,"meaning",4,2,"the significance, purpose, or intended message con"
d13e7d63-9c8c-4adb-b39e-c38b07bac0e5,"means",3,2,"methods, resources, or instruments used to achieve"
5880e92a-8ba1-4bf3-828e-5c04bff58652,"measly",3,2,"contemptibly small, meager, or insufficient; also "
8b5a3539-4240-467b-87b3-e8968fdd36f5,"meat",3,1,"the flesh of animals used as food, or the essentia"
bf51cc16-1e1d-413a-8aba-1b6bc98ed154,"mecca",3,2,"the holiest city in islam, located in saudi arabia"
e5ae3d96-97f1-4f83-8b14-e5e45428ce3d,"medallion",4,3,"a large medal or decorative pendant worn as jewelr"
60b6e6a5-1406-4698-9d2f-fc14ef752fe9,"media",4,2,"plural of medium; refers to various means of mass "
a21dbd53-db40-4561-ad4d-803e06ded229,"mediaeval",4,3,"an alternative british spelling of "medieval," ref"
5cd15278-33db-4088-b2fd-5c39b76423ff,"medias",4,2,"plural form that can refer to multiple types of me"
b44d3108-9e0b-4868-913e-fa348941ed5d,"medicine",3,4,"the science and practice of diagnosing, treating, "
70a933ce-435f-40c9-95d7-6a256aa4a851,"medicines",3,4,"plural of medicine; referring to multiple therapeu"
255a7b3a-98f5-4bb0-b950-041b8e47b6b6,"medieval",4,3,"relating to the middle ages, the historical period"
170ce6ca-6e3a-454b-8475-8d81dce66a79,"medium",3,4,"a middle state or condition between extremes; a me"
56867cfd-8e78-4391-863e-e4405102d41e,"medulla",3,2,"the innermost part of an organ or structure; speci"
9810c1e2-b0d7-4636-84fd-11482f3819a4,"medusa",3,2,"in greek mythology, one of three gorgon sisters wh"
f273be39-1673-46a3-b6af-0ed4be556736,"meet",3,1,"to come into contact or encounter someone or somet"
48621803-0b1d-40f0-82e4-4a1c4137c92f,"meeting",3,2,"a gathering of people for discussion, decision-mak"
3112ea44-d4fd-4606-9400-26ca01221fb7,"megalomaniac",4,3,"a person with an obsessive desire for power and co"
60de3abf-b0fa-4216-a7a4-5e4b2e2f7590,"megaron",3,2,"the great hall or main room of a mycenaean palace "
0395705c-0fe2-4da2-8b84-579a17364132,"megrims",4,5,"a feeling of depression, low spirits, or melanchol"
a67f06f0-7c84-4b72-9c1e-929bc6c4dbb2,"meiosis",3,2,"a type of cell division that produces gametes (sex"
6a882366-c3cd-4156-847c-3bad92934461,"meitnerium",3,4,"a synthetic chemical element with the symbol mt an"
5096c308-6414-41a0-9ef7-24d77d71caa9,"mele",4,1,"a hawaiian song or chant that often tells stories,"
c6352e63-edaa-48ed-a9a2-f4b3708d7c78,"melee",3,2,"a confused fight involving many people; a chaotic "
cd97af2b-6cc1-44a1-9756-7ef6a40ccc1a,"mell",3,1,"an archaic or dialectal word meaning to meddle, in"
e1e507db-5201-4eec-9928-3d85e09fd5c2,"mellifluousclemency",3,5,"a combined word error from pdf parsing that incorr"
0ba43105-9c65-4596-8852-181e3298c3a9,"mellow",3,2,"having a soft, rich, gentle quality; mature and re"
6d0b4313-7952-4f32-b44a-d5607e951ec6,"melody",5,2,"a sequence of musical sounds forming the main tune"
257f295e-00b0-4764-81c7-ab9a4c06acc9,"melted",3,4,"changed from solid to liquid state through applica"
3a1cf12b-1984-4eea-af4a-c76de2bda937,"meltedmembership",3,5,"a combined word error from pdf parsing that incorr"
3ac65b3a-3299-49e6-bb61-1db7d6e1ded8,"member",3,2,"a person who belongs to a group, organization, clu"
af36d50c-f5b4-48e9-a73d-736fa31603e5,"membership",4,3,"the state of belonging to or being part of a group"
99889622-7287-4ef6-8228-bedb94c95f9d,"membrane",3,4,"a thin, flexible sheet of tissue or material that "
f24913d6-8284-482e-9199-34ccb1cfc878,"memes",4,2,"units of cultural transmission that spread from pe"
3d5517b7-29f4-4dfe-9e2e-2349bff0fb2c,"memorandum",4,3,"a written message or document used for internal co"
b33fb4e3-4b9d-4216-b010-2bdc8a7de53c,"menacing",4,3,"threatening or suggesting the presence of danger; "
f3fdcf63-b54e-408a-b132-d2c3e6ca4a40,"menagerie",3,5,"a collection of wild or exotic animals kept for ex"
b8ff36d6-9520-4842-929f-51033ca7ecbd,"menaia",3,2,"plural of "menaion," referring to liturgical books"
972ceb39-d2c4-45e2-8f74-fe91b3b63588,"mendacious",4,3,"given to or characterized by lying, deception, or "
9af299db-e44e-4fb3-86d9-2c8e84aaade0,"mendicity",4,3,"the practice or condition of begging; the state of"
315fdb9f-f850-4901-b6dc-e89f4a78f78b,"menial",3,2,"relating to work that requires little skill and is"
16558c1b-8d3c-4b96-ae40-5dd3e5383d54,"meningitismephitic",3,5,"a combined word error from pdf parsing that incorr"
8b860e51-218e-4004-8fea-93b87d176b87,"menthol",3,4,"an organic compound with a strong minty odor and c"
0b443770-47da-4e55-bd4b-d47d86b62ef6,"mention",4,3,"to refer to something briefly or in passing; to br"
fa8b82be-3c11-4549-bd22-3460af3c94e9,"mentor",4,2,"an experienced and trusted advisor who provides gu"
6026a9b1-e236-43b2-b62c-e3cf10c002b2,"merak",3,2,"the second-brightest star in the big dipper conste"
29c8af07-ce6f-4495-aa3e-6d151c38edb5,"mercenary",4,3,"a professional soldier hired to serve in foreign a"
25f96b2b-4b95-4f17-b241-8106af3582b4,"mercury",3,2,"a heavy, silvery metallic element that is liquid a"
44c696eb-9d9a-4f47-b387-0d0b63327ba5,"merely",3,2,"used to emphasize that something is only what it a"
8fa21158-e8dd-4c48-9db3-10d7b419ac24,"merfolk",3,2,"mythical aquatic creatures with human upper bodies"
1bb2b904-27fb-4fe5-a610-6c99812b1cbc,"meringue",4,3,"a sweet mixture made from beaten egg whites and su"
e5e4f939-e886-42e9-a659-5f4339720ae7,"merino",3,2,"a breed of sheep known for producing exceptionally"
091abe46-a5e7-4f3d-9ae7-d80c8a7d3086,"merriam",4,2,"referring to the merriam-webster dictionary compan"
4e4d4ad8-2cc7-48e7-9994-362745a8b6c6,"merrier",3,2,"comparative form of merry, meaning more cheerful, "
4b98187d-1270-42c0-be5b-b506b5df9b06,"mesopotamian",4,3,"relating to mesopotamia, the ancient region betwee"
034b410b-5923-4330-a5b8-110e94c1b521,"mess",3,1,"a state of disorder, confusion, or untidiness; als"
b6db76ac-f9a0-47e9-b387-44bc749800e0,"message",4,2,"a communication or information transmitted from on"
c1cd0d6f-c0f7-46f9-8e3f-45ee64324f14,"messenger",4,3,"a person who carries messages or communications be"
a92c5a39-6e28-4356-b98b-f1722c345026,"metals",3,4,"chemical elements characterized by properties incl"
50e56f39-759d-4c85-baad-a3253e6c587e,"metastasize",4,3,"the process by which cancer cells spread from the "
b7a0ae8e-8627-4460-ab55-341f3db4cbe3,"metatarsal",4,3,"relating to the five long bones of the foot locate"
860f53da-ae38-42b4-b050-152cfaeb753d,"mete",4,1,"to distribute or give a measured portion, especial"
375173ca-05ee-4e83-943e-3268ce333e55,"metropolis",4,3,"a large, important city that serves as a major pol"
e678e066-ca5c-41c5-9b82-703d314f650c,"mexico",4,2,"a country in north america bordered by the united "
372884ca-6d3d-4d11-9b53-029564794fab,"mezzanine",4,3,"an intermediate floor between two main floors of a"
acd424d0-926a-4ad8-9640-4e5ae0e54319,"micellar",3,4,"relating to micelles, spherical structures formed "
6feb211a-2c9d-4abe-9cbc-6c90b4ea84a1,"michel",3,2,"a french given name equivalent to michael, meaning"
d37f534f-2640-4231-b6d5-bc06e75b8175,"microphone",3,4,"a device that converts sound waves into electrical"
a927f0ee-bea1-459a-b97a-13577de2d57e,"microwavegabled",3,4,"a combined word error from pdf parsing that incorr"
6f5459ef-3519-40d0-8ba6-5ede27ec0873,"midair",3,2,"the space or position in the middle of the air, ab"
6deed970-65c3-4a37-bf0b-9c6a50150b2b,"midday",3,2,"the middle of the day; noon, when the sun reaches "
ab24623a-d93f-4e67-bf50-1ff8339ffffb,"middle",4,2,"the center or middle part of something; equally di"
9fe7fe9a-db75-4fcd-bea6-3ef8375c3f88,"midi",null,1,"a type of digital musical instrument interface tha"
03a3e1f4-2c71-4752-91d1-a12f2c887106,"midnight",4,3,"twelve o'clock at night; the middle of the night w"
d1a54978-242e-481a-a3fb-440bcbf653b6,"mien",4,1,"a person's appearance, manner, or demeanor, especi"
5dcba290-b71b-44b2-9f68-b9e9982a72a4,"might",3,2,"great strength, power, or force; also used as a mo"
00e94bf6-0d20-4823-972e-99f014e45280,"mildew",3,2,"a thin, superficial growth of fungus consisting of"
eaf34d16-13aa-4c2d-a012-669f7ded748a,"mile",3,1,"a unit of linear measure equal to 5,280 feet or ap"
a168e64a-42d1-4f79-83ba-44dec980acc8,"miles",3,2,"plural of mile; multiple units of distance measure"
29069cdd-d817-4937-89f6-c48c47778108,"milieu",4,2,"the physical or social environment in which someth"
2a0351bb-3843-4010-89c3-69753f4d6b62,"militant",4,3,"aggressively active in supporting a cause or belie"
c0011ca2-5cac-448b-b41d-d20ff86ffb8d,"milk",3,1,"a white liquid produced by female mammals to nouri"
37bb2ea6-7374-4e6d-a517-aecb614a3d51,"millet",3,2,"a group of small-seeded cereal grains that are imp"
0e643b60-c699-4c28-bc49-1511a58d2393,"millionaire",4,3,"a person whose net worth equals or exceeds one mil"
7fa4c40d-e19c-4e98-a4da-c044f8f4e32b,"millisecond",3,4,"a unit of time equal to one thousandth of a second"
de99699d-c212-4e73-90e5-59778a022927,"millisecondmillivolt",3,5,"a combined word error from pdf parsing that incorr"
d198cd2a-6b01-4f35-a543-b05d79154411,"millivoltherringbone",3,5,"a combined word error from pdf parsing that incorr"
3b886add-1a5f-4a32-8aea-e28fc3472cf1,"minacious",4,3,"threatening or menacing in manner; having a qualit"
a6da9631-69fc-4d88-ba39-be76801d49cc,"mince",3,2,"to cut into very small pieces; to speak in an affe"
4468bd92-f1b4-41be-afed-e634d53a412f,"mineral",3,4,"a naturally occurring inorganic solid with a defin"
6b54628b-c431-45ac-bb0b-0ef8c08ccdd7,"minestra",2,3,"an italian soup typically made with vegetables, le"
c1fb2d00-6017-4e7c-8980-15e9e2a5a814,"minette",3,2,"a type of iron ore containing oolitic limestone an"
27cedf80-a11b-431a-a26f-551b552148ed,"minimise",4,3,"british spelling of minimize; to reduce to the sma"
5b6a252e-f725-4a14-82e2-4aa666d6dc07,"minivan",4,2,"a small passenger van designed for family transpor"
b6e17c00-722c-46df-a3cd-bff54f128db0,"mink",3,1,"a small, carnivorous mammal with dark brown fur, v"
615fb668-c6c3-47b2-88bb-33034f679c4a,"minnesota",4,3,"a state in the upper midwest region of the united "
562b989f-e2a0-409f-85fc-06b6c24de6bb,"minnow",4,2,"a small freshwater fish, typically used as bait fo"
78e9f2ea-980d-4933-9139-beefaee116e3,"minority",4,3,"a smaller number or part; a group that is differen"
0767a2c5-efed-4915-912f-a6ecf1ea7cbc,"minute",4,2,"a unit of time equal to sixty seconds or one-sixti"
164d8340-7fa2-47dc-a201-c45096029aad,"miombo",3,2,"a type of tropical dry forest ecosystem found in s"
3a98f29a-b82c-46b0-bdf4-c18eb724dff5,"mirach",4,2,"the second-brightest star in the constellation and"
9a063db5-73a6-47a6-807f-065688d72593,"miraculous",3,4,"of the nature of a miracle; extraordinary and brin"
88184fdd-f670-4ed8-a461-ae91157346a0,"mirage",3,2,"an optical illusion caused by atmospheric conditio"
d9da2061-0d31-4ed2-9d58-ada8db0dc288,"miranda",4,2,"a moon of uranus; also referring to miranda rights"
ffe785d7-e55d-4b9a-846c-dae3c03041d1,"mischief",4,3,"playful or annoying behavior that may cause minor "
d1c462b7-9a3f-477a-af54-e4a8554ccb3e,"mischievousbionic",2,5,"a combined word error from pdf parsing that incorr"
d27c8347-56cd-4f62-8fb1-7401ed469614,"misconstrue",4,3,"to interpret wrongly; to understand or explain inc"
15e80404-460c-49ef-945c-2530b3ea2b2c,"misdemeanor",4,3,"american spelling of misdemeanour; a minor wrongdo"
267f3c74-20ae-44c1-83df-5d633c7b6e0a,"misdemeanour",4,3,"british spelling of misdemeanor; a minor wrongdoin"
80e571b1-68ed-4062-a93c-261e174ec237,"misery",4,2,"great suffering or discomfort of mind or body; a s"
e9388739-1e20-4b97-ad17-096408fdb4b4,"misinterpret",4,3,"to understand or explain wrongly; to assign an inc"
96bfe517-240f-49fe-a60e-d403f416c402,"mislead",4,2,"to give false or inaccurate information that cause"
ec0106b2-a5b9-4f4a-b729-c4c7ef7855fb,"miss",3,1,"to fail to hit, reach, catch, or achieve something"
7f5bb379-30a3-481a-bb06-73bda48d564a,"missile",3,2,"a weapon that is thrown, fired, or launched toward"
0e87887a-9d02-4f3f-8989-53602d7d42b6,"missive",3,2,"a written message or letter, especially one that i"
3fafa7bb-e9e9-40ef-a43d-bf945c7ab56b,"mistake",3,4,"an error or wrong judgment; an action or belief th"
e01ab9e3-32bf-4c19-bb41-ef35c82aeffd,"mistaken",3,4,"wrong in opinion or judgment; based on error or mi"
efbeedda-307d-4107-84c9-efc83d2984e3,"mister",4,2,"a title of respect used before a man's name or whe"
ea98c17c-31db-40dc-b280-5dd019efdeff,"mittimus",4,3,"a legal document or writ directing that a person b"
3f28ce14-1ba1-4fd3-be49-0d9b2a19b6d4,"mitty",4,2,"relating to walter mitty, the fictional character "
5c11cc7e-1fc0-4b34-a4dc-ea8009e4795a,"mix",null,1,"to combine different elements into one whole"
b1b46bcd-373e-4aea-b416-60d9ac370590,"mixed",4,2,"composed of different elements combined together; "
69a3b4b2-3cca-46b7-81af-3db4c1039eee,"mixture",3,4,"a combination of different substances or elements "
45dcd058-fc74-4526-ac2d-f3e0dc4536f4,"mizuna",3,2,"a japanese leafy green vegetable with feathery, de"
6b5bbf20-510b-4d1a-ac87-4cc5c6ed331b,"mochi",4,2,"a traditional japanese rice cake made from glutino"
9823ebf0-3e50-4717-9f49-0c9160cfaaf7,"mockery",3,2,"teasing and contemptuous language or behavior dire"
34a210f2-4251-41a6-b40c-dd6e7430528a,"modality",3,4,"a particular mode, method, or form in which someth"
801775e7-0576-48e8-9c7c-491174437e78,"modem",3,2,"a device that modulates and demodulates digital si"
30b39dcb-4617-4b68-b769-30ec404149a3,"modesty",4,2,"the quality of being humble about one's abilities "
e33ffb93-8e0a-44c5-807a-389fd3f01990,"modify",3,2,"to make partial changes to something; to alter or "
aca0d3b0-95c8-4a12-96ba-497179111d16,"modiste",3,2,"a person who makes or sells fashionable women's cl"
ca450446-4cc1-408a-b096-e42600f0d7a2,"modular",3,2,"composed of separate units or modules that can be "
910b9491-fa35-440b-a22a-3edef0d39772,"mogul",4,2,"a powerful or influential person, especially in bu"
ac63aef1-808d-4ed3-b3c3-bb99810c3093,"moines",3,2,"french word meaning "monks"; also appears in the p"
814c652a-8178-4529-b0da-5ad67f2cd109,"moira",4,2,"in greek mythology, fate or destiny personified as"
787c99ba-091f-4d18-a15b-362b83dbaaa5,"moissanite",4,5,"a rare mineral composed of silicon carbide, first "
b422f36b-e3b6-4fc5-a834-5814c44c07c8,"moisture",4,3,"water or other liquid present in small quantities,"
6dca9e8b-3806-4b23-b3f1-6daba9d693b5,"molars",3,2,"the large, flat teeth at the back of the mouth use"
af51aa00-f762-4bef-b81f-30ba9d0a111e,"molds",3,2,"plural of mold; fungi that grow in multicellular f"
440f79ef-44c8-4271-bab5-87aa5986b990,"moleculemonopolize",3,5,"a combined word error from pdf parsing that incorr"
be86a794-d8f0-4d10-aa59-61e4deca686b,"moline",3,2,"relating to or resembling a mill; also a heraldic "
b0cff46e-d212-461e-96a9-b9d7b93fbe6c,"mollify",4,2,"to calm, soothe, or appease someone who is angry o"
b7e12eaf-8303-4add-aafd-61c28beed5a4,"monarch",4,2,"a sovereign ruler, especially a king or queen who "
4c088f0a-41c1-4e49-a630-3faf3f0fa76b,"monday",4,2,"the first day of the work week in many cultures; t"
62cea370-855c-4835-870a-39388a355d13,"mondegreen",4,3,"a mishearing or misinterpretation of a phrase in a"
f27dfb36-8818-47bd-ad92-6bea80ee4007,"money",3,2,"a medium of exchange, unit of account, and store o"
da5cb240-95e1-4e9c-b883-35f2aeb19a78,"monk",3,1,"a monk is a person who practices religious ascetic"
66478cd5-0739-4ab7-9207-ca74f092e726,"monkey",3,2,"a monkey is a member of the primate order that inc"
95249912-2942-430b-b75e-deeba3b2a44a,"monochrome",3,4,"monochrome refers to a photographic or artistic re"
4d771408-a61c-4f76-93d9-564c968966f9,"monochromefacade",2,5,"this appears to be a combined word error from pdf "
fd4e5726-2fb4-445f-a096-39545fcef09c,"monocle",3,4,"a monocle is a single corrective lens designed to "
8b3b4a94-bca1-4af2-9de4-994bb147fde8,"monopolise",3,4,"monopolise (british spelling of monopolize) means "
6458d75d-9c1d-4c5d-9955-58764cf8c985,"monopolize",3,4,"monopolize (american spelling) means to obtain exc"
48bcb722-07e7-467c-96ab-0fa1ef3882c1,"monotone",3,4,"monotone describes a sound, voice, or musical pass"
51452734-87a6-4055-8e24-a5766274c786,"monster",3,2,"a monster is a creature that is typically large, u"
adb752e7-d7f1-41e3-9cf1-d18f05772501,"montage",4,2,"a montage is a technique in film, photography, or "
cda267ea-1451-4e37-8654-b39aa130687c,"month",4,2,"a month is a unit of time used in calendars, appro"
9dcf120e-bdab-4104-8c28-367a880ab0b8,"monthly",3,2,"monthly describes something that occurs, is publis"
8ee7f94f-55ad-4bb1-b98e-093bfa22a324,"months",4,2,"months is the plural form of month, referring to m"
c7e8e194-f292-4c3a-88c4-daf5bfd453b6,"monture",3,4,"monture is a specialized term referring to the fra"
507c7a9b-b085-4c70-8073-fcd808ed9b21,"monumental",3,4,"monumental describes something of exceptional size"
c6a8edca-3032-4601-8bd7-da0aca2596e7,"moo",null,1,"the sound made by a cow"
0a2970d9-ae94-4eb1-a672-e42e8c32f7f5,"mooc",null,1,"a free, online course that is open to the public a"
d9dff34d-062e-4f36-8264-bb8396263cd9,"mood",3,1,"mood refers to a temporary emotional state or feel"
24746729-dbcf-4ebe-a382-8bfe717fd590,"moon",4,1,"the moon is earth's only natural satellite, a rock"
4ab1f07f-6006-490b-91dd-10b3eb584dab,"moose",3,2,"a moose is the largest member of the deer family, "
df06974b-92b2-4230-bfa8-21e4c1c9fb9f,"moped",3,2,"a moped is a low-power two-wheeled vehicle that co"
4658fba6-105a-48d6-8cdd-779f1aa9061c,"moppet",3,5,"moppet is an affectionate, somewhat old-fashioned "
881e4811-2463-40f3-b5f1-68f9e2263d09,"mops",4,1,"mops is the plural form of mop, referring to multi"
dae92cfd-24c2-4107-888e-8f7c0176113c,"moraine",3,2,"a moraine is a mass of rocks, sediment, and debris"
cc9446fa-1ce9-4798-8e1f-6c12b4ac1e5b,"mordant",3,4,"mordant describes something harshly critical, biti"
fcff1c00-1394-4540-8d38-7b5286f5c9be,"more",null,1,"a greater quantity or amount of something."
9218a8a8-5bb1-4ca5-aae1-28c85efe0f8b,"morel",3,2,"a morel is a highly prized edible mushroom charact"
3eba31d1-a258-4bb5-9a44-99d992e754a7,"mores",4,2,"mores are the essential or characteristic customs,"
