word,source_difficulty,source_year,page_number,source_file
desolate,Two Bee,2023,13,2023_Words_of_the_Champions.pdf
truncate,Two Bee,2023,13,2023_Words_of_the_Champions.pdf
pedicure,Two Bee,2023,13,2023_Words_of_the_Champions.pdf
caftan,Two Bee,2023,13,2023_Words_of_the_Champions.pdf
kaftan,Two Bee,2023,13,2023_Words_of_the_Champions.pdf
ingratiate,Two Bee,2023,13,2023_Words_of_the_Champions.pdf
sousaphone,Two Bee,2023,13,2023_Words_of_the_Champions.pdf
amalgam,Two Bee,2023,13,2023_Words_of_the_Champions.pdf
carnage,Two Bee,2023,13,2023_Words_of_the_Champions.pdf
turmeric,Two Bee,2023,13,2023_Words_of_the_Champions.pdf
zoolatry,Two Bee,2023,13,2023_Words_of_the_Champions.pdf
ricochet,Two Bee,2023,13,2023_Words_of_the_Champions.pdf
hackneyed,Two Bee,2023,13,2023_Words_of_the_Champions.pdf
vespertine,Two Bee,2023,13,2023_Words_of_the_Champions.pdf
brusque,Two Bee,2023,13,2023_Words_of_the_Champions.pdf
brusk,Two Bee,2023,13,2023_Words_of_the_Champions.pdf
erstwhile,Two Bee,2023,13,2023_Words_of_the_Champions.pdf
lolled,Two Bee,2023,13,2023_Words_of_the_Champions.pdf
osteopath,Two Bee,2023,13,2023_Words_of_the_Champions.pdf
kaiser,Two Bee,2023,13,2023_Words_of_the_Champions.pdf
imperious,Two Bee,2023,13,2023_Words_of_the_Champions.pdf
egyptian,Two Bee,2023,13,2023_Words_of_the_Champions.pdf
foible,Two Bee,2023,13,2023_Words_of_the_Champions.pdf
lousicide,Two Bee,2023,13,2023_Words_of_the_Champions.pdf
ewer,Two Bee,2023,13,2023_Words_of_the_Champions.pdf
curfew,Two Bee,2023,13,2023_Words_of_the_Champions.pdf
schism,Two Bee,2023,13,2023_Words_of_the_Champions.pdf
dilapidated,Two Bee,2023,13,2023_Words_of_the_Champions.pdf
peony,Two Bee,2023,13,2023_Words_of_the_Champions.pdf
urgency,Two Bee,2023,13,2023_Words_of_the_Champions.pdf
bifurcatedrivel,Two Bee,2023,13,2023_Words_of_the_Champions.pdf
jettison,Two Bee,2023,13,2023_Words_of_the_Champions.pdf
promethean,Two Bee,2023,13,2023_Words_of_the_Champions.pdf
embassy,Two Bee,2023,13,2023_Words_of_the_Champions.pdf
contemptuous,Two Bee,2023,13,2023_Words_of_the_Champions.pdf
okapi,Two Bee,2023,13,2023_Words_of_the_Champions.pdf
welterweight,Two Bee,2023,13,2023_Words_of_the_Champions.pdf
scrooge,Two Bee,2023,13,2023_Words_of_the_Champions.pdf
morose,Two Bee,2023,13,2023_Words_of_the_Champions.pdf
osmosis,Two Bee,2023,13,2023_Words_of_the_Champions.pdf
flimflammer,Two Bee,2023,13,2023_Words_of_the_Champions.pdf
astringent,Two Bee,2023,13,2023_Words_of_the_Champions.pdf
mademoiselle,Two Bee,2023,13,2023_Words_of_the_Champions.pdf
nouveau,Two Bee,2023,13,2023_Words_of_the_Champions.pdf
heterochromia,Two Bee,2023,13,2023_Words_of_the_Champions.pdf
consul,Two Bee,2023,13,2023_Words_of_the_Champions.pdf
hermetically,Two Bee,2023,13,2023_Words_of_the_Champions.pdf
excursion,Two Bee,2023,13,2023_Words_of_the_Champions.pdf
dreadlocks,Two Bee,2023,13,2023_Words_of_the_Champions.pdf
theriatrics,Two Bee,2023,13,2023_Words_of_the_Champions.pdf
cumbersome,Two Bee,2023,13,2023_Words_of_the_Champions.pdf
affluent,Two Bee,2023,13,2023_Words_of_the_Champions.pdf
chastise,Two Bee,2023,13,2023_Words_of_the_Champions.pdf
colic,Two Bee,2023,13,2023_Words_of_the_Champions.pdf
atomic,Two Bee,2023,13,2023_Words_of_the_Champions.pdf
shui,Two Bee,2023,13,2023_Words_of_the_Champions.pdf
acuity,Two Bee,2023,13,2023_Words_of_the_Champions.pdf
subliminal,Two Bee,2023,13,2023_Words_of_the_Champions.pdf
charismatic,Two Bee,2023,13,2023_Words_of_the_Champions.pdf
phoenix,Two Bee,2023,13,2023_Words_of_the_Champions.pdf
bastion,Two Bee,2023,13,2023_Words_of_the_Champions.pdf
edamame,Two Bee,2023,13,2023_Words_of_the_Champions.pdf
porcelain,Two Bee,2023,13,2023_Words_of_the_Champions.pdf
deglaciationrecruit,Two Bee,2023,13,2023_Words_of_the_Champions.pdf
tableau,Two Bee,2023,13,2023_Words_of_the_Champions.pdf
sheldrake,Two Bee,2023,13,2023_Words_of_the_Champions.pdf
suitable,Two Bee,2023,13,2023_Words_of_the_Champions.pdf
cenotaph,Two Bee,2023,13,2023_Words_of_the_Champions.pdf
plumeria,Two Bee,2023,13,2023_Words_of_the_Champions.pdf
perpetrator,Two Bee,2023,13,2023_Words_of_the_Champions.pdf
cinematic,Two Bee,2023,13,2023_Words_of_the_Champions.pdf
wallaby,Two Bee,2023,13,2023_Words_of_the_Champions.pdf
contrivance,Two Bee,2023,13,2023_Words_of_the_Champions.pdf
suffrage,Two Bee,2023,13,2023_Words_of_the_Champions.pdf
thyme,Two Bee,2023,13,2023_Words_of_the_Champions.pdf
phlebotomy,Two Bee,2023,13,2023_Words_of_the_Champions.pdf
anemic,Two Bee,2023,13,2023_Words_of_the_Champions.pdf
anaemic,Two Bee,2023,13,2023_Words_of_the_Champions.pdf
depravity,Two Bee,2023,13,2023_Words_of_the_Champions.pdf
effervescent,Two Bee,2023,13,2023_Words_of_the_Champions.pdf
churros,Two Bee,2023,13,2023_Words_of_the_Champions.pdf
diadem,Two Bee,2023,13,2023_Words_of_the_Champions.pdf
larceny,Two Bee,2023,13,2023_Words_of_the_Champions.pdf
acetaminophen,Two Bee,2023,13,2023_Words_of_the_Champions.pdf
parochial,Two Bee,2023,13,2023_Words_of_the_Champions.pdf
earnestly,Two Bee,2023,13,2023_Words_of_the_Champions.pdf
gaffe,Two Bee,2023,13,2023_Words_of_the_Champions.pdf
gaff,Two Bee,2023,13,2023_Words_of_the_Champions.pdf
ostensibly,Two Bee,2023,13,2023_Words_of_the_Champions.pdf
nervily,Two Bee,2023,13,2023_Words_of_the_Champions.pdf
gingivitis,Two Bee,2023,13,2023_Words_of_the_Champions.pdf
patience,Two Bee,2023,13,2023_Words_of_the_Champions.pdf
quittance,Two Bee,2023,13,2023_Words_of_the_Champions.pdf
tenement,Two Bee,2023,13,2023_Words_of_the_Champions.pdf
soothsayer,Two Bee,2023,13,2023_Words_of_the_Champions.pdf
cicada,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
mauve,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
emeritus,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
suture,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
obfuscate,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
casualty,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
perseverance,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
apparatus,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
myopic,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
ebullience,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
clairvoyance,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
impetus,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
affianced,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
archaism,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
commodious,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
austere,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
severance,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
financier,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
asado,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
limpa,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
adolescence,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
menagerie,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
hallucinate,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
opprobrious,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
nocturnal,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
redolent,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
vendage,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
entente,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
boomslang,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
circuitous,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
veracity,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
marionetteneapolitan,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
chintzy,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
genteel,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
requisition,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
stimuli,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
schooner,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
declamatory,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
embryo,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
languorous,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
stevia,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
phycology,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
malaise,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
staid,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
acerbity,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
inimical,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
kaleidoscope,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
gluttonous,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
gypsum,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
polypeptide,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
wushu,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
contradictory,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
penitentiary,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
umbrage,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
crustaceans,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
bubonic,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
sartorial,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
escarpment,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
celsius,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
dialysis,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
humidistat,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
sardonic,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
braille,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
vignette,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
adjudicatecaricature,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
emerald,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
liege,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
wilco,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
germane,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
bacteriolytic,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
rhododendron,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
ineptitude,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
academese,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
registrar,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
alma,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
mater,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
comedienne,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
egeria,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
gnarled,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
hydroponic,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
combustible,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
factorial,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
dolma,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
sapphire,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
prevenient,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
edenic,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
tributary,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
laudatory,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
jitney,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
wattage,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
papillon,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
vertigo,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
accumulate,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
deltoidal,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
opulent,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
paramecium,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
monochrome,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
facade,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
evaporationbittern,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
flotsam,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
discombobulate,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
scrutiny,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
concatenate,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
impeachable,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
residue,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
halibut,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
spectrometer,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
circadian,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
servitude,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
traverse,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
tungsten,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
vineyard,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
interrogative,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
scullery,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
tiramisu,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
exaggerate,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
enoki,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
profundity,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
mantra,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
escarole,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
nanotechnology,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
bureau,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
burglarious,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
cryptozoa,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
preponderance,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
bruxism,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
psychoanalysis,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
calendar,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
reiterate,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
remorseful,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
cybernetics,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
garnituretwilight,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
proletarian,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
vantage,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
discountenance,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
stupefy,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
irrevocable,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
trellis,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
juxtapose,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
hydrangea,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
slalom,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
corollary,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
cranium,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
equivalent,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
portentous,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
nepotism,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
truffle,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
varicella,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
tonsillitis,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
thoracic,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
proviso,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
netiquette,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
paucity,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
doldrums,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
slumgullion,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
valedictorian,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
auspices,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
elaborative,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
proprietary,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
seclusion,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
adieu,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
tenaciously,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
indemnity,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
cyanosisregurgitate,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
stegosaur,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
statuesque,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
nectarine,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
galvanize,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
agonistic,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
rosin,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
burial,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
bulwark,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
iridescent,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
quince,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
cyclone,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
usurper,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
phraseology,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
caramel,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
pecuniary,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
cornea,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
resilience,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
apiary,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
ronin,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
tropical,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
pontiff,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
omniscient,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
capacity,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
sewage,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
epoxy,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
discreetly,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
sieve,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
trounce,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
hydrophobia,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
ingot,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
nubuck,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
jocularity,Two Bee,2023,14,2023_Words_of_the_Champions.pdf
corduroy,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
encore,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
hollyhock,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
qualms,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
mosaic,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
centipede,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
attendee,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
nomenclature,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
botany,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
holocaust,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
augment,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
acoustic,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
eruption,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
auburn,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
virtually,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
glissando,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
stomach,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
demonstrative,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
megalomaniac,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
posse,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
declension,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
berserk,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
cathedral,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
deciduous,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
baleen,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
einstein,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
municipal,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
adversaria,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
turbinado,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
brethren,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
tympanum,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
fisticuffs,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
propinquityepidermis,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
carriage,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
abstemious,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
echinoderm,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
optimum,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
pathogen,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
acrostic,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
anthropology,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
cruciferous,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
macchiato,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
ancillary,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
toile,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
plaudits,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
serenade,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
heptad,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
engineer,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
pilcrow,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
porosity,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
tandoori,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
succumb,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
fervently,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
divestiture,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
roseola,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
installation,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
harbinger,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
raptatorial,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
sobriety,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
manumit,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
dentifrice,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
collegiality,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
inclement,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
celery,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
idiosyncratic,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
burgoooccupancy,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
coriander,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
amnesty,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
condensation,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
aqueduct,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
ferret,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
widdershins,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
hostile,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
subsequent,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
whet,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
blatant,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
pyramid,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
terminus,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
agitation,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
tremulous,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
scythe,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
duplicitous,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
protectorate,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
placards,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
corral,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
credulity,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
dissonance,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
shoji,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
auditorium,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
reconcilable,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
evaluate,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
mastodon,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
denticulate,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
supplicate,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
torsion,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
justiciable,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
vernal,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
aardvark,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
censusstagflation,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
brontophobia,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
macrobiotics,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
glareous,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
rejuvenate,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
tubular,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
dodecahedron,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
rictus,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
vengeance,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
modular,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
kleptocrat,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
neuropathy,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
surrealist,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
secession,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
digression,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
intricate,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
annotate,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
vehemence,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
fervorous,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
septennial,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
hypotenuse,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
emancipatory,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
supine,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
fracas,Two Bee,2023,15,2023_Words_of_the_Champions.pdf
